gene_name	z_mean	pvalue
EFS	-3.5972366356644945	3.2161586918021e-4
RUNDC3B	1.5592325607817183	3.2771438006945e-4
LY6H	3.0439961286349293	3.3085400493465e-4
PCDHB5	-0.40902731785893653	3.3448431769029e-4
CDT1	3.556876510113289	3.7529046171285e-4
SLC35G2	-2.8341715559500633	3.9002672913349e-4
MEI1	2.18317474346936	4.2937556310645e-4
HLA-DRA	3.267988389390726	4.5526058246552e-4
KCNN3	-3.7152025297842783	4.6976914916967e-4
RXRB	2.6023685953448266	4.9504702512335e-4
ARHGAP27	-0.9582690648572147	5.183505211666e-4
ATAD5	-3.095470298346927	5.4164731641427e-4
MANEAL	-3.4503532395910663	5.5985347630983e-4
SCRIB	2.5063994776791527	5.7345186322359e-4
FGD3	-2.2179436518969755	6.4304924631597e-4
HLA-A	3.631552776496132	6.5688269969719e-4
GPR135	1.4575736505175767	6.7440799521529e-4
ZBTB37	-3.3974321448610185	6.8021455093188e-4
LAMC3	-3.3906280149333643	6.973267892183e-4
ITPR3	-1.8936823467186392	7.0580035764385e-4
ARL17B	-2.7606089594445895	7.2398615589969e-4
PCDHAC2	1.076182721740076	7.4693359755823e-4
CASQ1	-2.8862573234805904	7.5418972304307e-4
RPS6KL1	-3.222158768801284	7.635379851537e-4
KCNK7	-1.5999861722856732	8.1910774172569e-4
ZNF738	3.48632089089038	9.2875976338809e-4
ME1	1.1354723935038278	9.3405894123422e-4
HSD11B2	-3.308890677378969	9.3666403252382e-4
FAM81A	-3.305781247971117	9.4711998660115e-4
MICA	-2.4996146508806913	9.5073864504926e-4
SNAP91	2.5449865264013	9.8247714515169e-4
TIE1	3.303556440850227	0.00100277844549747
RHBDL3	1.375584324716747	0.00102893327155613
OLFM4	2.72644244194956	0.00104229448220089
PLEKHM1	-0.7112066558528813	0.00107467203813992
MC1R	-0.6452442870595436	0.00108455365311228
LY6D	0.178311989667867	0.00112721619812462
CSDC2	0.8952284795019547	0.00119175397298622
PRMT7	2.9001718722937095	0.0012702142668325
KHK	-3.1762504365517095	0.00131155919374654
TMEM17	0.5112424822068512	0.00137219315990716
GAL3ST1	-0.8654737014259463	0.00137556624207145
FAM83H	3.4919484328058963	0.00140194812669557
ARTN	2.676162781156413	0.00140780344040841
MAPT	-0.6982598086790448	0.00143405994267821
KIF26A	-1.8987691156321276	0.00149382194627133
RTN4RL2	-3.42310754137546	0.00155248305291429
SZT2	2.573881568500367	0.00156017222936292
GALK1	3.1496602191559195	0.00163460451313874
NDRG4	2.582021852528779	0.00164907016365116
CBR3	-2.912173082179009	0.00167063302956008
CABYR	0.27284383404723367	0.00172784253669021
ZNF365	-2.3704579927084857	0.00172794198635379
EEFSEC	2.7494409191181615	0.00173813230644894
PGBD5	0.1144726205306566	0.00173895157906004
RORB	3.1249872558163263	0.00177812763217383
TNF	3.12036090131404	0.0018062958474246
RGS6	-3.1087970943950096	0.001878506773369
TNIK	-1.3061413316750945	0.00190018017137173
ADAMTS2	0.7071206183569745	0.00205168958524106
TAL1	-0.8058760516612736	0.0021147077157091
DNAJC25	-1.216643106654384	0.00219021111272022
MPV17L	3.0588621649135797	0.00222179347457716
DBNDD1	-0.23521227647128037	0.00225285593116745
GSTO2	3.166098817434096	0.00228876948790632
SLC27A3	-2.7866786418331357	0.00231691497640743
TNFRSF11B	-3.0439969657988017	0.00233457495025799
ADAMTS7	1.4767605069116987	0.00270991608939375
TAP2	-2.813381934748889	0.00274427817305634
ACE	-2.997244648969742	0.00291479853444657
EFHD1	-0.3272979833877089	0.00299216276671657
HLA-DOA	0.2204031858317066	0.00304079777512877
LRFN4	2.9626475234786884	0.00305005613982301
TIMP4	2.9069735795089215	0.00313022955863054
SHB	-1.0730704695625457	0.00313693198466967
LRRC4C	0.06638066561141986	0.00321011088126196
KCNC4	2.918330709340204	0.00330634845381955
PHACTR3	2.812702271422018	0.00336347019467918
ITPRIPL1	-1.4827027915289657	0.00344049253650627
C12orf76	2.400056133982612	0.00347902421975007
PLEKHB1	0.9073434933300248	0.00350472210542669
RNF180	2.2256129160594744	0.00357341650696264
ELL3	2.9058894786237404	0.0036621077426643
ARHGAP19	-1.2587712184227873	0.00368642353871031
TSNAXIP1	3.251316923850099	0.00368915360064649
FBXO17	-2.3940228346511674	0.00370446339463646
ABCC8	2.024081495605279	0.00375144500584197
ZFP28	-0.6661562883997438	0.00377051171619031
TRDMT1	-1.3561084048788514	0.00379683814426452
SLC2A6	-2.5718974607652556	0.00383693733112578
MAMSTR	2.261421780888207	0.00385360866005415
SFI1	-1.323933154989804	0.00391867096683443
PTPN20	-0.29713007823573867	0.00401645977871383
PANK4	0.98290360889427	0.0042817963186557
GPD1	3.0691552139788945	0.00437770473392133
PIP5KL1	1.6974605987701132	0.00437945789688501
SETBP1	2.8395275545240684	0.0045180392902512
WDR91	0.550107237424397	0.00453879739652651
CRABP1	-0.562997915385749	0.004591586370419
PRKAR2B	2.5298989168692168	0.00459349459030321
CHML	0.6323158734964308	0.00463349387754641
KIAA1671	3.113840862218839	0.00482359116166099
RASA3	2.696246089724563	0.00482994074641863
NKX3-1	-0.11555641963581836	0.00483081997907588
TDRD6	2.7138813903901498	0.00494305327610183
TSPAN8	-2.526615715999329	0.00498494974497976
HGH1	-2.800296924994212	0.00510556202356464
CA14	-1.9389119327117603	0.00532151166620383
SPON2	0.6233192486368476	0.00552551826357828
ICA1L	2.406811979067513	0.00554432356248929
DNAH1	1.046629158516528	0.00560532733858621
HYKK	-1.5182978538845366	0.00566651008506269
SOX9	2.764404857421628	0.00570267348972335
CHAC2	-2.7605413715345715	0.00577056486815133
DNMT3B	0.6972140579053461	0.00592787540699203
SOCS1	-2.7472826993092845	0.00600913140402773
ZNF470	-1.7578104495882982	0.00615801502928056
MRGPRF	-1.0281517463799124	0.00618734154848365
DNER	-1.4063439799778852	0.00628434107445104
FAM184A	2.6984745783218504	0.00629879858439442
CXADR	1.9955028609597052	0.00638583960493424
ADAMTS8	1.9961910683988169	0.00654622826666809
SCARF1	2.7151695411825374	0.00662418490304185
PYCR1	2.478456223111724	0.00664292677681341
FANCI	-2.491052183774542	0.00665173092899381
ZNF727	-2.100226070833698	0.00682818520134518
CKMT1A	-1.1352335492598464	0.00684503643576733
LRP2BP	-0.11868976515822512	0.00689581551637285
VIT	1.4656433756871017	0.00698043653862574
SPEG	2.3604258768657203	0.00708795356956734
CCDC157	2.8664225864780484	0.00714242779386168
PRR5L	0.29273070347369373	0.00722035193524506
CCER2	-2.683512989136295	0.00728531451367138
GEN1	-0.9341464820716852	0.00736926227931203
POLR3G	2.341726418566543	0.00738697726402077
SPTSSB	3.175647744456173	0.00740891062233939
PTPRU	-1.3484796789223257	0.00741299546995362
ARHGEF19	2.5626276380527107	0.00747146927326642
INHBA	-2.6748603407529563	0.00747603864615123
RAMP3	-2.6697802236320465	0.00759009093318884
PGBD4	0.07260272538923127	0.00764827703750433
ANKRD36B	-1.235389271827321	0.00765246010691455
ADRA2A	-2.8896730707702396	0.00784896281440261
CRIP1	0.5869374891993304	0.0079617861134661
SLC12A9	2.491318489601703	0.00819346635606489
UCN	2.6429898177688087	0.00821775065442191
CCDC122	-2.632103998536371	0.00827370403560953
SAXO2	-1.4604674930251884	0.00837251071748591
ARHGDIG	2.636651991034757	0.0083728681142767
SWSAP1	-2.621307368225715	0.00875932486056503
ANKRD65	1.0180783985742057	0.00880492643745514
IGF2BP2	-0.343935422690274	0.00906364788112534
POLA2	-0.09980858930474155	0.00912162897436047
PDGFRL	0.6098035815271086	0.00920301270724747
LRP4	0.5729024726280687	0.00920445660912661
NTN5	2.65630406266142	0.0092350022412660809
SLC12A5	2.012156647217571	0.00983483468860454
TSPAN18	0.4046594915887772	0.00989307721033087
ADCY1	-2.578324989497166	0.00992805760701174
GDPD1	-2.5771599340405067	0.00996158473273112
ZNF233	2.4474102488852334	0.01003740501555598
NFKBIB	-1.562796556397423	0.01015779637710624
PRDM5	-1.449236712798171	0.01016290373018733
SEC14L2	-2.028481342317769	0.01019620814805494
ABHD6	0.5058924781124108	0.01025484577089492
PLEKHG5	-2.002719254632573	0.01028866516500721
ANKRD45	3.0813132693054617	0.01040070310751915
DRD2	-0.7936882989115789	0.01043645867885552
LRRC4B	-1.4689641279372012	0.01046580575297477
SH3D21	-0.3995283751106352	0.01048227376892455
SIRPB1	1.8326672722588009	0.01071844558171808
P2RX2	-1.6636958495097254	0.01074635218285862
MKX	-0.9705858542523812	0.01088590395035952
PLCB2	2.542563904396625	0.01100424765259056
CYP7B1	-1.8348022231212784	0.01106886585052467
SPTBN2	2.5337255724562437	0.01128570768235701
A4GALT	-0.5349640160025231	0.01137811488979264
TMEM106A	-1.7904895266195784	0.0118447943940158
ADHFE1	2.7191934165455875	0.01194956183178835
FHL3	1.0379096944630806	0.01197810789208188
IZUMO4	-2.511130534811505	0.01203451871773593
RBFOX1	2.5082405644228274	0.01213340309361462
ID4	1.8790484000057324	0.01214482454131881
MPPED2	2.037869830118298	0.01216196853987817
MAP1A	-2.50724851025247	0.01216751325217661
ANKRD23	-0.5519828841706832	0.01217362269105865
FBXL6	1.3453398908420366	0.0121778045969259
CTRB2	2.5008500293509224	0.0123895631556152
SEMA3G	1.771058169710044	0.01239657688326821
HS6ST3	2.5085216327492947	0.01243035869015295
C5	2.3511644715060176	0.01261281367922941
MROH8	-1.052572473322441	0.01286056033620159
ITGA2B	2.4875947009686445	0.0128610207497613
ZNF460	2.4857619867589182	0.01292743941378077
PCDHGA3	-2.4854563201939457	0.0129385464309555
KCNJ8	2.4848666191101074	0.01295999827751128
